0,0 0
1,0 25
2,0 39
3,0 44
4,0 54
5,0 67
6,0 80
7,0 95
8,0 109
9,0 124
10,0 136
11,0 149
12,0 165
13,0 177
14,0 186
15,0 194
16,0 207
17,0 221
18,0 234
19,0 243
20,0 257
21,0 268
22,0 281
23,0 293
24,0 309
25,0 325
26,0 330
27,0 337
28,0 349
29,0 359
30,0 365
31,0 371
32,0 385
33,0 398
34,0 411
35,0 424
36,0 438
37,0 445
38,0 453
39,0 469
40,0 484
41,0 498
42,0 512
43,0 524
44,0 539
45,0 551
46,0 562
47,0 572
48,0 584
49,0 590
50,0 603
51,0 614
52,0 625
53,0 635
54,0 644
55,0 652
56,0 667
57,0 676
58,0 686
59,0 697
60,0 700
61,0 702
