0,0 0
1,0 14
2,0 22
3,0 25
4,0 31
5,0 39
6,0 47
7,0 55
8,0 63
9,0 71
10,0 77
11,0 85
12,0 93
13,0 99
14,0 105
15,0 111
16,0 115
17,0 123
18,0 132
19,0 138
20,0 146
21,0 153
22,0 161
23,0 169
24,0 176
25,0 182
26,0 186
27,0 194
28,0 202
29,0 210
30,0 217
31,0 225
32,0 233
33,0 240
34,0 247
35,0 254
36,0 260
37,0 266
38,0 274
39,0 282
40,0 289
41,0 297
42,0 304
43,0 312
44,0 321
45,0 329
46,0 337
47,0 343
48,0 346
49,0 353
50,0 361
51,0 368
52,0 375
53,0 382
54,0 390
55,0 398
56,0 404
57,0 411
58,0 419
59,0 423
60,0 430
61,0 432
